,Astrocytes,"Astrocytes, cycling",B cells,DE,DI,Ependymal cells,"Infiltrating, bordering leukocytes",Mature oligodendrocytes (MOL),"Mature oligodendrocytes (MOL), ischemic",Microglia,Myelin forming oligodendrocytes (MFOL),"Myeloid, dividing","NK, T cells",Newly formed oligodendrocytes (NFOL),Oligodendrocytes precursor cells (OPC),"Oligodendrocytes precursor cells (OPC), differentiating",Pericytes,Peripheral macrophages,VE,VI,Vascular endothelial cells,Vascular leptomeningeal cells
Upk1b,0.00037121976,0.010600341,0.0023694169,0.00039029622,0.0005698485,0.00029800087,0.0023033007,0.00019592451,0.00028830022,0.004467917,4.1183463e-05,0.0017856486,0.00037545804,0.00015914929,0.0001478946,0.00029783553,0.0012937682,0.00013295085,0.0010616683,0.0017332988,0.0001697091,0.0042039384
Igsf11,3.0144687,4.4017053,0.008917051,0.015664026,0.020581614,1.3434651,0.0016389424,2.2930093,5.337274,5.8640468e-05,1.3904932,0.0014168458,0.016168721,3.9810386,0.4330867,3.365608,0.11414626,0.0003527918,0.047487516,0.023760723,0.048157208,0.04962411
Lsamp,76.71039,36.983234,0.13451207,144.18877,141.3994,4.2878256,0.0072779492,0.6237155,3.2053804,7.990848e-05,0.48840266,0.0022782595,0.18385942,71.05379,60.74072,18.826818,1.433368,0.0030695316,194.9714,177.51952,0.35634413,0.72346187
Gap43,0.5769352,1.4535087,0.0015545603,1.4347436,1.7104326,0.20433041,0.00041850767,2.768135e-05,0.00025548248,1.69404e-05,0.00021910353,0.00034193578,0.004427813,0.37392414,1.4903181,1.6094055,0.034296602,6.335895e-05,2.742029,1.2454114,0.0131789725,0.04183656
Zbtb20,32.214962,40.76575,2.989454,9.513222,5.898937,17.613693,4.491331,10.109777,14.70066,3.116924,6.3799777,4.8725452,2.8816981,11.726206,19.188969,31.634304,12.732256,4.759499,10.225088,8.501336,16.463892,19.85053
Drd3,0.0033308235,0.0042512324,0.010329899,0.061047554,0.05989119,0.0011428042,0.0007101581,0.0010347517,0.0036319618,9.901208e-05,0.00034474302,0.00065733254,0.00037149637,0.0021089686,0.0018482871,0.0018579558,0.0013905872,0.0002049279,0.061342187,0.033044003,0.0010191221,0.004390783
Qtrt2,0.1765469,0.25253743,0.038785066,0.19645515,0.2137274,0.16592881,0.052354753,0.22601607,0.47123113,0.05029691,0.10665203,0.08392772,0.028515203,0.16855562,0.123562634,0.21479902,0.08171054,0.07040563,0.32350707,0.28988492,0.059353795,0.08057421
Ccdc191,0.83442503,1.1791672,0.12521182,0.43092892,0.539663,1.5776656,0.27484906,1.1327009,2.3330274,0.262527,0.47939184,0.39230096,0.11915239,0.59647954,0.25322846,0.4620967,0.25975895,0.34250224,0.7333051,0.8133508,0.23825744,0.29789618
Zdhhc23,0.043401886,0.070104145,0.0051071336,0.038882956,0.046397254,0.18393692,0.006621406,0.018964417,0.020866746,3.5531717e-05,0.010849999,0.00027650088,0.0038279588,0.0484471,0.10687956,0.21775775,0.00503263,5.1194704e-05,0.052574903,0.026924131,0.002060398,0.0039645047
Gramd1c,0.55382884,1.0593778,0.017679416,0.054600168,0.11392585,1.4210213,0.0055812527,0.092248715,0.28567392,0.00013052885,0.024534985,0.019900732,0.012110633,0.13867396,0.3595975,0.852214,0.04745615,0.0047869086,0.10531449,0.04980685,0.035473187,0.24266098
Atp6v1a,0.26987383,0.3992057,0.17100273,0.36247167,0.6025186,0.11446192,0.6147639,0.15904431,0.3674135,0.66442263,0.06917816,1.2238468,0.101470366,0.13230197,0.13327137,0.20938618,0.18236755,1.6851614,1.1355398,1.2186285,0.30405164,0.22942093
Naa50,0.21645398,0.75460464,0.13758901,0.18121767,0.23055424,0.14019768,0.22844523,0.039066304,0.12355872,0.2659888,0.009315446,0.5725578,0.07387493,0.042781796,0.14783895,0.15758406,0.13595307,0.3984897,0.43755126,0.3835425,0.23781388,0.21390578
Usf3,0.4354969,0.6590822,0.36027086,0.5582632,0.6919133,0.20170394,0.31365448,0.36579683,0.615356,0.27467045,0.25079885,0.36267477,0.1810443,0.37378484,0.34955806,0.37382874,0.2580015,0.3334168,0.9741661,0.99246454,0.380395,0.43206808
Sidt1,0.030571882,0.02816568,0.11743128,1.9344344,2.1701913,0.040105455,0.0070916424,2.646736e-05,0.00018003979,0.0016818842,1.5472247e-05,0.004223057,0.6600195,0.008628828,0.05504995,0.023634095,0.037003834,0.0030151238,1.8109933,1.7657844,0.02788868,0.1757456
Spice1,0.17597654,0.67385006,0.05074502,0.24657057,0.27593565,0.35977042,0.06840186,0.19333693,0.30573803,0.06417648,0.12172469,0.1838381,0.062699474,0.11420775,0.111693196,0.10717692,0.12985957,0.09027185,0.3185113,0.32601193,0.13039526,0.19164355
Cfap44,0.34862414,0.5844402,0.0036384172,0.27426443,0.25604323,5.907809,0.00065546914,2.6355274e-05,0.0005296119,2.1094336e-05,5.7399928e-05,0.00042403434,0.0046758344,0.002564936,0.017559024,0.06974425,0.057689402,4.1734907e-05,0.21351017,0.124350786,0.017387202,0.048969336
Boc,1.7952019,2.2339332,0.009104667,0.016067764,0.10705364,0.27270898,0.0010656224,4.216713e-05,0.00059709826,2.6463626e-05,8.101126e-05,0.0009343482,0.0073543503,0.012993999,0.21619262,0.5096579,0.10726303,0.00066121225,0.06407008,0.09663479,0.19177915,1.2368616
Nepro,0.0436837,0.107400686,0.010854014,0.03772414,0.055700812,0.026159402,0.030738072,0.03525448,0.05229556,0.030380772,0.02623559,0.06607716,0.016256984,0.036324397,0.029221004,0.032554835,0.04511809,0.047593527,0.082248874,0.08095218,0.038629707,0.047882732
Gtpbp8,0.20784849,0.23637149,0.045143172,0.2076619,0.28381282,0.108288,0.09846898,0.14700013,0.23368096,0.08202548,0.09656234,0.14500311,0.044461977,0.16932268,0.15937476,0.15742515,0.11659991,0.14079092,0.4740801,0.51021993,0.122856654,0.14038014
Cd200r1,0.006156696,0.043989673,0.041470792,0.000108977474,0.00014889363,0.0078066285,0.47149616,0.0025532434,0.0075014657,0.35014918,0.0005750755,0.65287876,0.36941266,0.0006911161,0.0023633097,0.011988678,0.024405098,0.8960172,0.00017456253,0.00047571107,0.023169314,0.023916423
Cd200r1-1,0.002617901,0.009515772,0.026739385,5.2345502e-05,6.8950685e-05,0.004917479,0.15562062,5.9416157e-05,0.0014690995,0.13596644,3.747116e-05,0.25980797,0.08384694,0.00017158387,0.00020734318,0.0016592611,0.015177915,0.41129288,0.00013406972,0.00011240619,0.016381368,0.010091754
Cd200r1-2,0.0018084727,0.0064384355,0.0032543314,0.0025982533,0.0065849884,0.0011431414,0.0019136296,0.0012434438,0.0017395165,0.0041419207,0.00046086963,0.009591885,0.0029723863,0.00082861807,0.0019032895,0.00055411586,0.0007104662,0.040208634,0.009808506,0.007948064,0.00029740777,0.0009412469
Ccdc80,0.45663565,0.74349433,0.010157116,0.002829914,0.0015073076,0.37857082,0.0009905538,2.5499125e-05,0.0001552395,0.0002276052,1.5309366e-05,0.0018975871,0.012690433,0.0005946971,0.00928556,0.16231811,0.16392261,0.0007050334,0.0054274686,0.0020371818,0.072343476,0.7718001
Slc35a5,0.26088408,0.27878186,0.025518822,0.037110463,0.08373748,0.118481584,0.08828683,0.15414381,0.23311791,0.05558457,0.10124799,0.092073604,0.03289918,0.1251191,0.1180114,0.12189041,0.07589023,0.10831469,0.14746082,0.13126652,0.09169272,0.12202286
Atg3,0.4903336,0.6902605,0.18803751,0.54640555,0.6828831,0.20552692,0.3837393,0.47938678,0.7171249,0.3004552,0.3377549,0.45316166,0.20778759,0.52586377,0.41646436,0.46139055,0.36862472,0.45730162,1.0476836,1.0463824,0.36493018,0.50865847
Btla,0.01032735,0.018786667,2.9538815,0.05874342,0.08690933,0.0062132385,0.3370562,0.0004218462,0.002814868,0.007409491,0.00020807242,0.0060718446,0.2106129,0.0013656802,0.0059246733,0.0063224826,0.0069884644,0.0052236705,0.13120341,0.09874522,0.010496211,0.010111103
Cd200,0.08629715,0.13554403,0.13139972,0.4831972,0.8550855,0.15624145,0.01939807,0.0005037943,0.021361118,0.00021794533,5.3889933e-05,0.010461368,0.07042079,0.07859186,0.50503594,0.4659518,0.45786297,0.00841199,0.9221772,0.6960515,2.061276,0.5108882
LOC685680,0.05860253,0.036520846,0.0016341286,0.022360867,0.010389528,0.009795523,0.00034552324,0.00014569909,0.0005674155,2.9641267e-05,3.4653996e-05,0.0004320262,0.00035985452,0.0012329518,0.0054176077,0.014959188,0.008309768,0.00010642676,0.032243844,0.011891823,0.002964512,0.0077967993
Tmprss7,0.15085942,0.14570767,0.0017291318,0.054803744,0.02697211,0.025787905,0.00027501516,9.5897034e-05,0.0010025037,2.1750979e-05,8.5385254e-05,0.00035293406,0.0010767516,0.003977463,0.02079585,0.04263974,0.035842385,6.150567e-05,0.059366275,0.024665685,0.007091767,0.021026194
Tagln3,1.7601459,1.2038175,0.001426442,0.016428737,0.014124769,0.26289302,0.00029818475,2.5476167e-05,0.0001378648,1.7375858e-05,1.6160544e-05,0.0001966847,0.0064999997,0.0023007507,0.05232404,0.37174636,0.08745023,3.6931688e-05,0.05017648,0.01090585,0.027229698,0.028652934
Abhd10,0.33477476,0.60265046,0.03608702,0.14926854,0.17816888,0.099186346,0.063477896,0.11356438,0.19035882,0.051664487,0.072900444,0.18834564,0.032931626,0.12986453,0.14631893,0.18253756,0.12245558,0.12347337,0.306308,0.32692677,0.10226212,0.17737676
Phldb2,0.7564384,1.556275,0.04721759,0.058336712,0.124394596,0.21506777,0.008332761,8.904596e-05,0.007642856,0.00034146736,0.00023214948,0.011606389,0.034620706,0.019421047,0.21800867,0.4972217,3.852956,0.003497034,0.5558496,0.49178076,1.230626,6.01268
Plcxd2,0.04536841,0.16678737,0.03847672,0.25974962,0.27486396,0.02574975,0.029388435,0.007920677,0.05024214,0.009341083,3.556859e-05,0.049372967,0.19967131,0.05201231,0.09623312,0.08270438,0.019805338,0.04604607,0.98967767,0.627421,0.006913573,0.021620486
Cd96,0.0018385447,0.016087186,0.0082254065,0.002426756,0.0044596307,0.0011753849,0.0013042421,0.00025601053,0.0015735497,0.0008197607,0.00011542369,0.001897335,0.51201195,0.00095737074,0.0012052711,0.0018808541,0.0029981637,0.001148482,0.008311732,0.0076432535,0.0028895608,0.0015424499
Nectin3,0.8740207,1.9585899,0.0120154675,0.4522524,0.19030207,0.3477464,0.0030014496,0.25069156,0.47559685,0.0049437927,0.14704092,0.018733874,0.0068687806,0.47434798,0.4571735,0.40904468,0.34081444,0.00041995442,0.66519034,0.49992025,0.21441887,0.6753574
Morc1,0.008365477,0.029957144,0.0037407682,0.0328197,0.024428666,0.005058571,0.002465733,0.006881514,0.013957347,0.00023605226,0.0047765803,0.0030389146,0.0013745887,0.035711993,0.014127867,0.012318551,0.008126859,0.0010758643,0.047359336,0.03985418,0.0073369676,0.21106274
Trat1,0.02760122,0.07610354,0.0068154708,0.013027704,0.017731588,0.0050494317,0.001090903,0.0004949901,0.0027858198,0.00094166043,0.00013280551,0.0021157619,0.12775117,0.0008627242,0.001749913,0.004701433,0.00093197316,0.0008196878,0.010257481,0.011027657,0.0025619825,0.0035372307
Retnlg,0.00038610274,0.011024864,0.0021875885,0.0005788197,0.00067834236,0.0004937138,0.005754142,4.7489564e-05,0.000126009,8.52386e-05,1.8533805e-05,0.000664517,0.004091128,0.000110615365,0.0003332769,0.00033307777,0.00077525707,0.00031238297,0.0002721207,0.0005582908,0.00068652636,0.0001855432
Dzip3,1.0314928,1.7631657,0.03372996,2.0724878,2.4587615,0.5682515,0.15638795,0.60293376,1.1971694,0.12558131,0.28538683,0.3741233,0.047377683,1.0620625,0.85681456,0.8366088,0.3439766,0.20793605,3.515441,3.4951096,0.1688893,0.5757094
Cip2a,0.0197228,1.0016518,0.00435748,0.004645217,0.011442907,0.008757402,0.01725983,0.008285265,0.021188121,0.009589911,0.002793754,0.45384863,0.008852841,0.019584063,0.16160214,0.037866615,0.050017513,0.020412324,0.018620761,0.018108085,0.024034396,0.029472986
Ift57,0.3674231,0.44646168,0.01049974,0.33104223,0.34071887,0.49769226,0.091130756,0.1281166,0.25454688,0.044513565,0.08221882,0.08462738,0.020583255,0.15569489,0.21635991,0.24036431,0.1315799,0.0793103,0.41065204,0.32861477,0.09206803,0.13612905
Cd47,0.14703391,0.51170886,0.5575631,1.2706962,1.3652457,0.2637992,0.8327876,0.35600176,0.7249161,0.16503622,0.1676268,0.5384307,0.7328535,0.46441334,0.2065072,0.21037225,0.18647331,0.57006866,1.5442061,1.4765099,0.70658547,0.6003171
Bbx,0.848579,1.5393345,0.55956006,1.5949584,1.852345,0.64097404,0.86648357,0.7173967,1.5113254,0.4939964,0.4009393,0.80713785,0.4909171,0.86310166,0.6795406,0.91271544,0.67321765,0.9176778,2.4381378,2.2625644,0.82922393,0.92227924
Cblb,0.6907413,0.8296148,1.0621051,0.5567259,0.99733204,0.63668144,0.8960886,0.8138861,1.1692827,0.4511658,0.4367407,1.5665061,1.8364174,0.492076,0.4929932,0.4188553,1.6262751,1.9090942,1.7549714,1.8557972,0.5187341,1.9137589
Alcam,2.3321898,3.9036646,0.8272094,2.583079,5.354974,1.0058825,3.3282628,0.3223799,0.26809406,1.6326598,0.315231,4.758895,0.3947669,1.0968667,4.468417,2.5995796,0.36840332,3.3810256,6.1178226,5.153125,1.0835412,6.9861016
Nfkbiz,0.55189675,2.0638034,0.115883574,0.08733173,0.1393864,0.09740429,0.35227656,0.023607828,0.028651033,0.2976192,0.014291322,0.34229273,0.19198854,0.034277212,0.095191225,0.23889269,0.17870699,0.2508472,0.3132739,0.29578388,0.2411573,0.25299028
Nxpe3,0.38344777,0.5741925,0.18246776,0.43726537,0.611023,0.09700306,0.012470419,0.34826672,0.3838923,0.0015832132,0.45519847,0.01731144,0.32898617,0.39855424,0.27688497,0.2952516,0.09571898,0.00021459162,1.4679575,1.710383,0.04160676,0.08153268
Cep97,0.3275057,0.7756365,0.076465726,0.20328726,0.31683686,0.3853266,0.021800468,0.63122743,0.7397679,0.010965873,0.757878,0.110964894,0.13725983,0.58843094,0.27406842,0.26038623,0.15375702,0.025470616,0.6279595,0.68584615,0.11229251,0.19011971
Rpl24,0.29618883,0.2951373,0.09698681,3.7774767e-05,6.501013e-05,0.068248086,0.038756076,9.349761e-05,0.00014177409,0.011852751,0.0017086865,0.029978603,0.11198105,0.000144531,0.00059112394,0.008064376,0.13217622,0.016856467,0.0017288807,0.00010170688,0.9292057,0.25447094
Zbtb11,0.44957528,0.8609998,0.26789927,1.0583047,1.3167002,0.31982827,0.32042673,0.59479535,1.1209115,0.3137319,0.37025875,0.55715907,0.276724,0.6215785,0.43024316,0.40152416,0.27452466,0.39277506,2.4070125,2.4738314,0.2751358,0.39498183
Pcnp,0.5497893,1.0608706,0.12822737,0.52594835,0.6805782,0.29236975,0.2299722,0.4653859,0.7572197,0.19588861,0.26342526,0.4667346,0.18071462,0.518153,0.4505823,0.4661405,0.36778975,0.3060397,1.1392486,1.1505803,0.5299041,0.48727804
Senp7,1.3092757,1.6666996,0.68797797,2.0956845,2.4391863,0.96787,0.63763016,1.1774285,2.025595,0.51357275,0.77001655,0.734294,0.5960793,1.5239964,1.5043814,1.4518669,0.6582045,0.71759695,3.3439517,3.3905976,0.68320507,1.1710988
Impg2,0.11585141,0.12621844,0.023690887,0.09682881,0.12349834,0.067327216,0.008297301,0.044962514,0.1372629,0.00651153,0.016972082,0.0064620283,0.016780015,0.09104561,0.0781679,0.16772977,0.0072211158,0.009435203,0.23962267,0.25867194,0.010683866,0.09067851
Abi3bp,0.20239034,0.16386062,0.008916351,0.039643135,0.49493298,0.04538259,0.009884248,8.025443e-05,0.0039017,0.009601945,1.7917313e-05,0.013696841,0.04041342,0.011452424,0.040431082,0.06179905,0.04268549,0.00632363,0.57697415,0.44390067,0.061651092,0.8792429
Tfg,0.2763746,0.45698255,0.026052315,0.3842453,0.7173532,0.13671832,0.1263298,0.12147527,0.32216188,0.106500864,0.028933194,0.20424679,0.042267226,0.28060895,0.22366641,0.22869596,0.14781249,0.17317405,1.1461213,1.335675,0.17457217,0.26605633
Tmem45a,0.008688279,0.021915063,0.004326686,0.0007532524,0.0016991559,0.007235419,0.0015300675,5.7513706e-05,0.0012233828,0.00020971592,1.8611898e-05,0.0032828446,0.0019677556,0.0008809018,0.0013757474,0.007823256,0.36649516,0.00090462796,0.0013677471,0.00096583564,0.13258904,0.35498574
Tomm70,0.42928976,0.83618087,0.08397199,0.70287496,0.76037776,0.22809303,0.27515385,0.33547708,0.67538106,0.2085107,0.14459437,0.40800577,0.16185673,0.453556,0.38704506,0.3707055,0.2302016,0.3152054,1.1327126,1.153238,0.39892045,0.35686103
Nit2,0.06527442,0.08490327,0.0062606526,0.040104162,0.053451438,0.037799556,0.033156704,0.02586182,0.050223958,0.032815825,0.012608697,0.040197942,0.008752969,0.053236544,0.045348532,0.052626286,0.0346819,0.05258614,0.09318221,0.08817962,0.045165222,0.051543962
Tbc1d23,0.71229434,0.86286664,0.2803924,0.78727275,1.0099009,0.3339873,0.7996109,0.8919184,2.1067827,0.8609233,0.44288528,1.1735989,0.26139134,1.4331121,0.8772275,1.0022268,0.46348375,1.2350813,1.6392728,1.708207,0.5860357,0.6975024
Cmss1,6.598922,6.835336,1.5990866,0.0024313277,0.0042449897,4.9035907,1.0548517,0.4502663,0.32810184,0.6019791,0.684837,1.2618704,1.3986835,0.27380964,0.4083359,1.0962812,2.6802049,0.88126564,0.042943228,0.0005872887,7.0048776,6.5677276
Filip1l,0.100294575,0.40869233,0.5316791,0.18285604,0.31573993,0.08469369,0.2662645,0.076931484,0.29026505,0.0846346,0.00013927452,0.3565868,0.10156585,0.12729004,0.22712609,0.29415601,1.5312167,0.13082968,0.45971677,0.36596817,0.33931682,0.6142789
Col8a1,0.19077234,0.75458354,0.04871402,0.19333906,0.5968342,0.8097897,0.011435289,6.7856294e-05,0.0040096585,0.0017659408,0.00013054955,0.02009673,0.049235407,0.009270136,0.06434217,0.7098878,2.5203402,0.0071697687,0.5856994,0.40203527,0.36092523,13.352982
Dcbld2,0.35644346,0.97293705,0.015727647,0.1711799,0.40976727,0.20684136,0.012006765,0.26200867,0.43625385,0.014333251,0.18874803,0.09751494,0.0051940824,1.1072965,0.31979394,0.26441124,0.40322143,0.0059629325,0.49335834,0.5538633,0.41214907,0.5377482
St3gal6,0.32380432,0.63080084,0.1264189,0.051211365,0.30958045,0.9657666,0.24699317,0.12736873,0.6157376,0.7361103,0.05535294,0.44718313,0.38799265,0.17357853,0.58715254,0.38722208,0.1808861,0.053521782,0.66680914,0.9081362,4.4168267,0.36766553
Cpox,0.018062541,0.032963783,0.0018407735,0.00025635818,0.0050103953,0.0011931323,0.0006515999,1.9508954,3.7810564,0.0004878446,0.61497676,0.0061437283,0.002699129,1.0123038,0.09602846,0.089988925,0.005433148,0.0005048011,0.025907256,0.027791107,0.01137629,0.009419625
Cldnd1,0.29630587,0.20981997,0.005039751,0.002846772,0.0079377545,0.089161776,0.0010321682,0.38775596,0.5452562,0.00058289035,0.26510435,0.0009495386,0.007550022,0.1919933,0.041295215,0.036549874,0.033188157,0.00038228687,0.037881367,0.01690682,0.07519248,0.04558588
Gabrr3,0.00047066752,0.01801589,0.0025202513,0.00092107814,0.00089932134,0.00040482086,0.00028363947,0.0007605905,0.0012366663,5.566738e-05,0.00027563432,0.0002273927,0.00028267983,0.00072363595,0.0009615717,0.00094643276,0.0010140627,5.767288e-05,0.004708802,0.004104872,0.00047398976,0.00026606352
Riox2,0.09005568,0.19515134,0.090080604,0.05314062,0.07007545,0.03537668,0.08379697,0.10551239,0.21719478,0.076589726,0.041713443,0.13801159,0.10836847,0.09349031,0.06785111,0.0578514,0.029041003,0.11539693,0.11359955,0.07076408,0.07941249,0.083239906
Crybg3,0.22137214,0.6203568,0.15438129,8.930148e-05,0.03236158,0.084973775,0.3860451,1.2121583,2.3046455,0.2927394,0.25739214,0.89813644,0.116797894,0.07975701,0.08666294,0.085921995,0.17108569,0.35388318,0.013986738,0.008615777,1.0962293,0.29268754
Arl6,0.14323767,0.21322985,0.001513036,0.16467088,0.1726795,0.18364243,0.0035708158,0.16724779,0.4168275,0.0014041148,0.075959764,0.024641676,0.0018462694,0.10111543,0.08756523,0.07839623,0.05515716,0.009801616,0.24803083,0.23805897,0.08403952,0.096096374
Epha6,0.06794311,0.104495555,0.0025284237,7.3994884,6.1269507,0.1400826,0.0006598184,5.9051115e-05,0.00048695813,2.5827969e-05,0.00014521889,0.00019794275,0.0007535179,0.03192277,0.2225985,0.11989369,0.029695181,3.6991933e-05,19.814766,18.861425,0.005980472,0.011377669
Nsun3,0.11663185,0.20264544,0.064538516,0.08015949,0.1090545,0.07821991,0.11215555,0.09694074,0.16388449,0.08775169,0.053687923,0.13947153,0.070586234,0.20183995,0.0684116,0.085262,0.051422715,0.13673371,0.16238855,0.16781719,0.06624312,0.06608013
Arl13b,0.4941245,0.96981055,0.118876845,0.5248515,0.5547791,0.7724069,0.150082,0.54304135,0.9109976,0.11456099,0.32334828,0.20153895,0.0694387,0.3851188,0.26642784,0.33442158,0.2464543,0.17417556,0.737655,0.70279545,0.3320326,0.35164937
Stx19,0.024496345,0.032653745,0.0019617428,0.05761879,0.06901668,0.022821674,0.0028308467,0.029728264,0.0619221,0.00064121303,0.01305843,0.0070336675,0.0006752542,0.02160976,0.012636379,0.022441132,0.010454065,0.003150852,0.09295161,0.08672217,0.012644427,0.014022228
Pros1,1.4609878,2.249592,0.12504503,0.00048417883,0.016475096,0.6727416,0.58280706,0.7068599,1.0466777,1.0911396,0.3388753,0.90781546,0.15367146,0.33895487,0.45172262,1.1308838,0.38850358,0.3793833,0.01957742,0.0030085861,0.91517746,0.68496144
Epha3,0.0937851,0.20729104,0.030852076,1.235019,0.650807,0.14004241,0.007665662,7.521938e-05,0.0013096085,0.000917191,1.5107758e-05,0.00923109,0.08143515,0.010239379,0.072132304,0.090951525,0.101551145,0.003931513,2.1459918,1.3892807,0.08876182,2.8772056
Csnka2ip,0.0052477424,0.014209146,0.003826254,0.016131211,0.022181297,0.005344943,0.0008787215,0.0029360678,0.005921013,0.00010213391,0.0019110048,0.0017155358,0.0004805304,0.0030731366,0.0031322765,0.0020874112,0.0045208745,0.00037650354,0.037808985,0.035768922,0.0015296752,0.004046978
C11h3orf38,0.20967908,0.3183078,0.022521006,0.17097299,0.21675596,0.1306906,0.03659225,0.12074278,0.18097784,0.028273432,0.08708462,0.06401789,0.06546567,0.13893317,0.12336938,0.116581,0.10066728,0.05667088,0.32181686,0.32550392,0.13925433,0.11603672
Zfp654,0.61948943,0.8761547,0.27231318,0.87424254,1.0855906,0.284863,0.3878208,0.43114078,0.68355715,0.3303156,0.28401715,0.44143116,0.43473938,0.5197088,0.44287696,0.4299173,0.32700562,0.4770759,1.937009,1.9534953,0.42991674,0.42097884
Cggbp1,0.11694388,0.20806034,0.06783627,5.6105506e-05,8.085617e-05,0.05567093,0.1330014,0.014464989,0.027322946,0.08262446,0.008455308,0.17293194,0.08894284,0.008609008,0.0066935555,0.019118462,0.08501486,0.12124329,0.0008052366,0.00012131076,0.2998996,0.13914733
Htr1f,0.022710312,0.06935706,0.0015051329,0.28285715,0.8546594,0.039894674,0.0029284933,2.711207e-05,0.0004360599,7.525331e-05,3.616284e-05,0.0013499913,0.00066415936,0.011292094,0.04754135,0.031699806,0.018973818,0.0007910339,2.9902983,3.275192,0.0022938505,0.0060048862
Chmp2b,0.07336167,0.116309546,0.01097085,0.0012249569,0.0045227483,0.033380985,0.029698225,0.20012136,0.52433014,0.012648016,0.04046568,0.056577846,0.015653826,0.006687886,0.0014248528,0.009891452,0.030926127,0.057759225,0.04542378,0.04640311,0.16408816,0.07128205
Vgll3,0.010892173,0.0463328,0.003300051,0.022209823,0.06277228,0.02930194,0.0017092852,2.7425764e-05,0.0004932539,0.00019796725,1.7092034e-05,0.0017088705,0.0048970385,0.0009551985,0.00843163,0.034146886,0.044851266,0.00067521096,0.069619745,0.07916494,0.010233317,0.16971393
Cadm2,20.663473,20.917439,0.08485983,42.543835,50.061157,1.3793913,0.0014438696,7.5304375,9.961756,2.5262612e-05,6.905669,0.0012075471,0.07792718,44.243843,18.466568,18.371223,0.44408795,0.0019559616,61.283485,64.390366,0.17868337,0.22778237
Gbe1,0.73091805,1.0339928,0.26428187,0.37044847,0.35982013,0.30930936,0.37437,0.36325666,0.739508,0.31285107,0.19056354,0.44014412,0.23086333,0.3048097,0.27692226,0.33050832,0.393674,0.53199464,0.5392667,0.58382577,1.6452637,0.36995238
Robo1,3.8593054,5.430615,0.087231785,5.8371487,16.511177,2.9103146,0.009426917,9.870793,10.69425,0.00036457315,4.053126,0.013146304,0.06527801,0.9480507,6.636209,2.260258,0.73698795,0.0018624916,40.492435,41.237976,0.35826614,5.3091545
Robo2,7.8943067,9.905086,0.028759053,12.694483,17.360146,4.0649104,0.001286561,4.1065792e-05,0.00111836,1.8781579e-05,0.0014134733,0.0038934208,0.025867198,0.4946381,0.61796385,0.9277644,0.42379406,0.00030246703,16.542377,14.476065,0.21201247,1.4055538
Hspa13,0.20879816,0.35749394,0.00616364,0.1361047,0.16984381,0.07929401,0.0009474272,0.007996208,0.029294215,0.0009471625,0.0049335393,0.0078092953,0.0050901882,0.030467628,0.10229824,0.08704034,0.073890775,0.002886906,0.24505535,0.20950823,0.0805862,0.12752625
Samsn1,0.013106069,0.0559879,0.21532692,0.00018146959,9.9194964e-05,0.01441563,0.6749955,0.0051904437,0.018713897,0.9164045,0.0018133313,0.85484064,0.32878596,0.0018506364,0.006729141,0.018791381,0.038484104,0.3846488,0.001160964,0.00031489067,0.10557693,0.030232683
Nrip1,0.9652464,1.3207355,0.28245875,0.72866505,0.5511266,0.37741965,1.2870535,0.5053362,0.55253106,1.1735897,0.43027124,1.4471226,0.6906863,0.4313106,0.4904848,0.52412486,0.8894654,1.112305,1.1173719,1.1729008,1.0292131,1.1592818
Usp25,1.380535,1.969074,0.4287587,0.88970715,1.032951,0.588164,0.99853575,1.4830191,2.6669247,0.61377645,0.7268465,0.8848682,0.6547518,1.4959464,0.53429216,0.56714374,1.3266811,0.81978303,1.6677581,1.8228649,1.0706983,1.1925598
Cxadr,0.056860812,0.1198756,0.026263218,0.5266452,0.50479865,0.23235108,0.0016631776,3.0282472e-05,0.00027385846,0.00017852086,1.8308332e-05,0.0012460641,0.017029159,0.014667924,0.18881197,0.1319016,0.058705125,0.0005765005,0.6979504,0.626098,0.06896484,1.0441831
Btg3,0.12057923,0.29429087,0.06710166,0.16686083,0.11404923,0.100845195,0.075677514,9.166287e-05,0.005083534,0.064042956,0.0006180004,0.06696975,0.13945231,0.06386867,0.110990435,0.098838754,0.14993192,0.08848798,0.16780245,0.12961468,0.5162147,0.3430125
RGD1563888,0.043910302,0.11391008,0.04174857,0.00014203996,0.00028574892,0.02830041,0.041227113,0.6864482,1.0408465,0.014737456,0.4357,0.052183334,0.20627546,0.34357068,0.088706605,0.093290605,0.087452635,0.03156194,0.001985213,0.00069975044,0.099265926,0.15003721
Chodl,0.017614428,0.023237942,0.0028878732,0.023433592,0.10150912,0.022169402,0.0002811097,4.4459888e-05,8.648074e-05,0.00014443393,1.9556e-05,0.00049543893,0.00080529804,0.021104049,0.020152539,0.026614679,0.0077070477,7.763968e-05,0.06475812,0.044372845,0.003042168,0.00906977
Ncam2,7.346671,11.843317,0.04224753,14.142797,16.65249,1.204832,0.0026160954,12.067999,18.99098,0.00010513916,7.8041854,0.0020651289,0.040595252,19.139824,17.646338,20.058943,0.27973562,0.00033411922,31.119648,26.412165,0.07235652,0.24913302
