,Astrocytes,"Astrocytes, cycling",B cells,DE,DI,Ependymal cells,"Infiltrating, bordering leukocytes",Mature oligodendrocytes (MOL),"Mature oligodendrocytes (MOL), ischemic",Microglia,Myelin forming oligodendrocytes (MFOL),"Myeloid, dividing","NK, T cells",Newly formed oligodendrocytes (NFOL),Oligodendrocytes precursor cells (OPC),"Oligodendrocytes precursor cells (OPC), differentiating",Pericytes,Peripheral macrophages,VE,VI,Vascular endothelial cells,Vascular leptomeningeal cells
Txndc9,0.16462532,0.25030318,0.025735993,0.048876077,0.05031278,0.08100385,0.083509706,0.05179806,0.11772052,0.06397622,0.018134212,0.13776046,0.03644768,0.13802347,0.09631441,0.13635486,0.114764124,0.12416159,0.12648097,0.10842032,0.17848672,0.14735614
Eif5b,0.629459,1.0561461,0.29445323,0.9009263,0.98119956,0.3404751,0.5052051,0.4786243,0.8099513,0.4831763,0.31090742,0.72858703,0.24933037,0.6753977,0.49627408,0.5275895,0.37639615,0.6821531,1.3916249,1.363559,0.61212426,0.5413971
Rev1,0.7203009,1.807804,0.23933177,1.423336,1.7627052,0.37558466,0.3612831,0.61814415,1.0673146,0.38340342,0.3950083,0.7538831,0.15485656,0.7735792,0.7854555,0.739336,0.41812804,0.542359,2.661064,2.6878967,0.46923688,0.76254195
Aff3,1.9836568,3.058331,6.3929024,3.0543396,7.8380623,1.3252484,0.18695745,4.5262594,14.869822,0.0010130212,0.50525486,0.03036609,1.0761055,0.73723245,0.85558033,2.8658412,0.26879463,0.006988038,9.533726,9.27559,0.2048572,2.3327637
Lonrf2,0.12946117,0.14464459,0.0014376454,0.8729517,1.0824598,0.05298034,0.00029824045,0.014834775,0.1014181,1.7499526e-05,0.005835101,0.0001860687,0.00040581226,0.21479997,0.28461477,0.13654616,0.009557694,4.170199e-05,1.5736098,1.556319,0.00018935381,0.013571311
Chst10,0.33888733,0.16683757,0.011227532,0.3112501,0.39385587,0.031669926,0.0006041579,2.6719845e-05,0.00033944348,3.5045683e-05,2.4184661e-05,0.00048635027,0.00666844,0.027411496,0.10237651,0.06348889,0.013295978,5.3464584e-05,0.6742557,0.6713201,0.008308411,0.0087071955
Npas2,3.5420742,2.8845468,0.013224559,0.6025062,0.8480473,0.12705769,0.0025606896,3.9773466e-05,0.0019019572,0.0002072383,9.3313545e-05,0.00504379,0.017093688,0.009849945,0.07342319,0.26784065,0.16907357,0.0053684087,0.6244789,0.5343521,0.085075974,0.3065136
Rpl31,0.12546323,0.10639807,0.043014407,3.772831e-05,6.118147e-05,0.051612347,0.02011107,3.3654585e-05,0.00010980409,0.00848225,0.00025835983,0.022932298,0.042027228,0.0006427052,0.003005566,0.004122422,0.04855075,0.0145363,0.0003497397,8.227931e-05,0.44244257,0.09747333
Tbc1d8,0.07982402,0.21954583,0.09156548,0.6381814,1.0064303,0.068563364,1.1379584,0.0031602127,0.02761559,0.58600783,0.001202312,0.5924269,0.06674994,0.46442655,0.25142917,0.087422766,0.084330864,0.5583212,0.79315037,0.8209417,0.40495896,0.10995391
Cnot11,0.07853907,0.100661874,0.017391816,0.060064893,0.0760516,0.038958576,0.035945326,0.051896553,0.081799515,0.029091373,0.033088125,0.058489192,0.02488042,0.06473137,0.05368861,0.061487883,0.041259564,0.04541937,0.12154806,0.11578889,0.08199934,0.06515302
Rnf149,0.050681338,0.1374828,0.16321078,0.11594119,0.29064673,0.04775588,0.80738944,0.1034718,0.32976937,0.79998696,0.0071293646,1.1502254,0.22728941,0.012777126,0.022604907,0.058161978,0.15298109,1.5022097,0.7074492,0.76236814,0.16409685,0.2405365
Creg2,0.0061851447,0.02324062,0.007011013,0.10705479,0.19696781,0.010872113,0.032017764,0.0001353847,0.0017963811,0.02823542,5.5953762e-05,0.06868917,0.004150935,0.00636318,0.070935495,0.022103341,0.0050626555,0.08065942,0.45986125,0.49296504,0.0017152617,0.00084367656
Map4k4,3.1079397,7.2334633,0.6071616,0.8035348,0.9047307,1.0063378,1.3135159,3.290036,5.183332,1.456497,2.1368308,1.9056939,0.68730205,8.002444,2.2257392,2.3063364,1.6863494,1.4907366,1.6880043,1.5978454,1.8390502,2.10317
Il1r1,0.4079185,0.6412601,0.013028703,0.036989976,0.06423741,0.052333035,0.025086332,0.000435013,0.0029255438,0.040587023,3.0165618e-05,0.03993197,0.07231502,0.005903766,0.0703624,0.3431887,0.83858114,0.01746346,0.067650415,0.04040765,4.9927325,1.1502482
Il1rl2,0.009075001,0.013524975,0.024681073,0.00010628962,0.0001762245,0.010595414,0.15384457,0.0032364079,0.0054623084,0.28108013,0.00090161746,0.21431178,0.04680481,0.0004735568,0.0035249996,0.010604065,0.1609655,0.18913879,0.0008583287,0.00014556175,0.032248475,0.15657698
Il1rl1,0.0010181613,0.006057871,0.0037937702,8.864102e-05,0.00012406184,0.0017525365,0.027427413,0.00018683833,0.0005907137,0.02431293,5.7371057e-05,0.023107113,0.028547356,0.00015687924,0.00051993324,0.00070809346,0.0015802707,0.0033913914,0.00045899994,0.00071588805,0.00217632,0.0049977363
Il18r1,0.0007717546,0.008879704,0.011552546,7.806054e-05,0.00020323871,0.000554632,0.020267803,8.2136256e-05,0.00049345184,0.0013823966,9.705329e-05,0.0028259414,0.95771414,0.0006991593,0.0006556935,0.0011113572,0.003284828,0.0007628373,0.0012680766,0.00064104446,0.00347532,0.0013531714
Il18rap,0.002251314,0.012014294,0.0016047136,0.00010180885,0.00010645259,0.00088159763,0.08210075,0.00018200168,0.0005333348,0.010415042,0.00039673055,0.019355752,0.5610099,0.00016995179,0.0010317677,0.004170724,0.0038088574,0.003988085,0.0005209452,0.00021773968,0.041122697,0.0039443336
Slc9a4,0.0008479277,0.0043273796,0.00458101,0.00064298237,0.0010381136,0.00059393264,0.0048362482,0.00021419743,0.0005937249,0.0011591224,4.000361e-05,0.009703362,0.00027138027,0.0001265081,0.00038943332,0.00079235085,0.0007516551,0.015725968,0.0021990936,0.0020253614,0.005002214,0.0077797086
Slc9a2,0.010941835,0.034163542,0.0073575135,0.17564537,0.0325482,0.01490756,0.0013957955,4.110275e-05,0.00072883524,0.00017625555,2.0129619e-05,0.0003621643,0.0038907144,0.0010959754,0.019635512,0.006323354,0.011288536,0.00061305636,0.13550895,0.08178469,0.11021846,0.53153884
Tmem182,0.0019627356,0.025850233,0.0025356766,0.0021037506,0.0022528071,0.010723907,0.00069415616,9.051199e-05,0.00059289706,9.154793e-05,0.00013807339,0.00018829781,0.00025928186,0.0017924411,0.0006137477,0.00059233716,0.0116975475,6.278871e-05,0.0017154794,0.0005176691,0.0030877907,0.0014457229
Pou3f3,0.5012287,0.37206987,0.004713621,0.0071165594,0.034295328,0.11931737,0.00029781705,0.27056047,0.3926354,2.328772e-05,0.20327078,0.00019357922,0.0021316153,0.16322456,0.2196876,0.13820496,0.021308152,3.4554523e-05,0.03126726,0.041718636,0.007458318,0.007772725
Mrps9,0.56705916,0.82823926,0.15917167,0.49515712,0.66560364,0.3003967,0.27687848,0.44852647,0.7835212,0.22419982,0.29501745,0.3462332,0.16129638,0.41721454,0.34156263,0.33882675,0.2223128,0.32265285,0.9911405,1.1776671,0.27550897,0.30745426
Gpr45,0.070118666,0.1199508,0.0028934383,0.97504514,1.405432,0.03902182,0.00027396806,0.0003571917,0.002997691,1.9680829e-05,0.00046110208,0.00019620985,0.0005177216,0.19014755,0.6676179,0.39172637,0.00988164,3.7138456e-05,1.9708204,1.8268884,0.0023495168,0.0070602954
Tgfbrap1,0.2800027,0.3128101,0.058812413,0.26153812,0.33488914,0.13155276,0.16060942,0.22672093,0.4102428,0.17214264,0.14293642,0.22245786,0.06779997,0.2878977,0.19434273,0.22018062,0.15659983,0.19741623,0.47876996,0.50269324,0.20579754,0.1905517
RGD1310553,0.09240381,0.12077918,0.025321174,0.08390613,0.09192538,0.040705632,0.043265592,0.06331949,0.10614291,0.036466252,0.038135104,0.050730973,0.021155713,0.086293094,0.06405193,0.058690604,0.049919408,0.049632415,0.15039691,0.15311258,0.051640376,0.058858767
Fhl2,0.026858248,0.10811444,0.00773473,0.057706393,0.07600434,0.02702366,0.0035271186,3.091096e-05,0.0017107761,0.0008546098,1.4988793e-05,0.0070437267,0.061012425,0.0056001856,0.051692348,0.04305512,0.5711587,0.0026991495,0.22959277,0.20445262,0.07117686,1.5136536
Nck2,0.80715597,1.3408729,0.1589012,0.3775372,0.6701047,1.0274245,0.1561052,1.236227,2.7648206,0.017175036,0.2979526,0.2894957,0.27159584,0.18154487,0.24749741,0.46187177,0.87120414,0.39904493,0.735993,0.7328135,0.36897105,0.575237
Ecrg4,0.19864029,0.20513062,0.015234376,0.0010434467,0.0003260856,1.0531753,0.0010487518,4.8019352e-05,8.5568165e-05,0.000106925036,2.837801e-05,0.00034538336,0.014170291,0.00017565259,0.0029047453,0.023391359,0.0483141,5.542822e-05,0.00021980505,8.461165e-05,0.042501833,0.4075009
Uxs1,0.33012265,0.72033215,0.047350124,0.70946246,0.92309576,0.15335284,0.16716653,0.1851228,0.31754205,0.09787849,0.11073801,0.26515824,0.107339606,0.2377846,0.26109594,0.19871482,0.1293762,0.17408308,1.7358471,1.786344,0.14379804,0.19701788
Tpp2,0.72888404,1.4269603,0.3640521,0.8373565,1.0728061,0.45544332,0.78106534,0.570856,0.9209164,0.78008413,0.36679426,1.2715526,0.64796555,0.73171157,0.5652213,0.6203383,0.5181036,0.9209696,1.8569008,1.9708414,0.6467461,0.6625932
Tex30,0.01300316,0.29516718,0.040027734,0.03935111,0.050827898,0.011187093,0.01851382,0.020340659,0.033049986,0.015689135,0.01356227,0.10723717,0.026586672,0.01731163,0.04616119,0.02238571,0.024545958,0.025099613,0.07877866,0.09427116,0.036451407,0.02321146
Poglut2,0.12083158,0.19307339,0.008968142,0.07352583,0.10361285,0.1069324,0.037900794,0.077234924,0.1296808,0.027711013,0.048813723,0.05759062,0.017936207,0.1234566,0.07877773,0.07995512,0.06531188,0.038934536,0.17377113,0.19966738,0.057851728,0.095252916
Bivm,0.12118942,0.1442788,0.0042930692,0.17109263,0.22013402,0.05809842,0.036605254,0.07260104,0.11878617,0.01889532,0.053689245,0.05054156,0.016415652,0.12167186,0.08062228,0.08409315,0.064321466,0.04444491,0.35913026,0.36142448,0.065928504,0.088618234
Bivm-1,0.38736212,0.74378514,0.093608394,0.3034872,0.37572706,0.2966399,0.13791104,0.23644201,0.3495959,0.14263578,0.18515761,0.15932058,0.10438929,0.3101491,0.2896872,0.30284345,0.21382697,0.1290198,0.47970217,0.4890355,0.23793875,0.31969658
Gulp1,1.6008239,1.8983952,0.05269016,1.0126454,2.618974,0.52381134,0.008328656,0.6459074,0.9405834,0.00037625057,0.11919699,0.021683112,0.04429667,0.09179821,0.2743723,2.7899344,0.9093996,0.0061640404,1.4936626,1.4970644,2.0784664,4.0621476
Col3a1,0.16079752,0.1827406,0.16737662,0.0017236393,0.00045158624,0.3546293,0.03994626,0.00082171866,0.0023661721,0.0024220524,0.00038437312,0.06554793,0.11388649,0.0053133196,0.039524015,0.19570225,1.4612684,0.026407767,0.004422491,0.000494604,0.7225136,16.528809
Col5a2,0.74971163,2.2172537,0.043047886,0.4058257,0.3226187,0.5407165,0.01044502,8.12216e-05,0.019981513,0.0010237788,3.743546e-05,0.01858949,0.030226452,0.005657508,0.04366923,0.2898719,1.47611,0.0052812444,0.24817872,0.1395168,0.49150857,6.608708
Wdr75,0.19869313,0.24615546,0.08293458,0.27656305,0.3218064,0.09811465,0.08061548,0.14252926,0.23963156,0.08131703,0.09648368,0.14268772,0.05467276,0.2179888,0.16863798,0.15887085,0.107862614,0.10370499,0.544176,0.53347373,0.11052126,0.15479237
Slc40a1,0.022096517,0.07115394,0.037446942,0.047651548,0.038707133,0.03241902,0.18106067,0.00047652423,0.0027488344,0.21814619,3.892019e-05,0.25976884,0.022903677,0.00019468591,0.00404227,0.01841169,0.08679301,0.23080213,0.050754473,0.060068164,1.275719,0.09560712
Dnah7,1.7278901,2.2685251,0.012162314,0.80106914,0.19745785,3.6582577,0.0021509356,0.0073440587,0.0140795745,5.2703137e-05,0.010725004,0.0013955256,0.011016608,0.14624166,0.4515691,1.0946357,0.23825492,0.00022950597,0.6110374,1.0141996,0.05719253,0.3744636
Dnah7-1,0.27342263,0.41228023,0.0047306777,0.29305652,0.10237029,1.6225878,0.0011415712,0.01505151,0.027803889,3.406233e-05,0.009798347,0.002028131,0.0035013086,0.034110628,0.05921028,0.14116943,0.027407102,0.0007202845,0.19073607,0.19908838,0.015585082,0.04251854
Slc39a10,0.33577,0.42227176,0.12819692,0.44318455,0.40943626,0.41875476,0.11958292,0.24035288,0.49735838,0.06717975,0.104794875,0.14320758,0.107922845,0.16760994,0.23303038,0.20917617,0.18247853,0.114447854,0.5853139,0.59903836,4.632603,0.29621768
Cavin2,0.018650608,0.042053387,0.007706626,0.0010626438,0.0012517078,0.051190495,0.0010616888,0.03951337,0.039312955,6.7092355e-05,0.039207745,0.0017228285,0.009137322,0.050158307,0.006794618,0.012841197,0.025229584,0.0005288748,0.006529367,0.011258004,0.7588799,0.14589825
Nabp1,0.037782256,0.06318683,0.04577481,0.08187463,0.1077178,0.033232875,0.19507763,0.009956182,0.031861693,0.052255884,0.000612195,0.10317467,0.21859069,0.0031226543,0.027314996,0.039689664,0.032027453,0.13748081,0.108412005,0.114375204,0.031787913,0.043695834
Myo1b,0.04461529,0.10462511,0.04639573,0.6446845,0.21427879,0.12747204,0.13037176,0.00021867943,0.006955237,0.20629665,4.173217e-05,0.23172343,0.04187793,0.005080902,0.054078516,0.053934857,5.4474726,0.065282755,0.37890035,0.26338673,2.1484234,0.936308
Stat4,0.30246508,0.40194038,0.4030817,0.13057815,0.180493,0.10955382,1.3190042,0.2301597,0.37905803,0.35615072,0.14811118,0.43677393,0.6190245,0.40049183,0.26095328,0.24548928,0.17257561,0.35870415,0.30015475,0.31104815,0.44342983,0.2880074
Gls,0.72774255,1.6601049,0.42697823,3.0657015,3.698807,0.51217234,1.1951146,1.3758752,2.7850842,1.1729269,0.6098722,1.7559252,0.6710906,1.1627626,1.0630404,1.2348145,0.72046703,1.5661699,6.122268,6.1607523,1.1379529,1.2179837
Nab1,0.24639885,0.3459478,0.14114715,0.25713146,0.33448395,0.11861023,0.28719893,0.214005,0.29130256,0.2223402,0.15535404,0.36483067,0.2576301,0.28974319,0.1899681,0.1928229,0.6055205,0.302055,0.414739,0.4003492,0.43972644,0.3025202
Nemp2,0.04195126,0.16954426,0.09696967,0.09393481,0.12746519,0.030326074,0.066559255,0.119459696,0.18380599,0.05186066,0.08260936,0.1661275,0.09868757,0.099611096,0.1270593,0.07975397,0.08235025,0.0567692,0.21636227,0.23144646,0.044919636,0.045695223
Mfsd6,0.05489854,0.12416076,0.0027139168,0.86207676,1.166248,0.039152768,0.049131688,0.8425508,1.235994,0.00015397243,0.5894538,0.08507219,0.054890025,0.5339457,0.4702758,0.3223357,0.01562763,0.09335092,1.8737398,1.8031806,0.029340738,0.012963092
Inpp1,0.24020147,0.31327057,0.053540517,0.29224062,0.38812658,0.06208398,0.09179362,0.011738158,0.045884017,0.09353323,0.0016159075,0.14253527,0.12324344,0.07221439,0.16859141,0.14850473,0.11245788,0.112672,0.57075155,0.51228595,0.35373145,0.21012901
Hibch,0.60324776,0.5964421,0.08214114,0.39133382,0.50475657,0.21018769,0.17571022,0.31473285,0.62785673,0.15817791,0.18964954,0.225026,0.10482288,0.39650807,0.29262292,0.34365353,0.17456494,0.22235538,1.0549417,1.1551521,0.18703392,0.24056283
LOC685203,0.07186956,0.06747608,0.0028041163,0.078008965,0.16681579,0.020177228,0.00066087686,0.08775304,0.27070847,5.2641877e-05,0.036680687,0.0022124476,0.01386615,0.0867262,0.10147482,0.05879895,0.0089016855,0.00060972624,0.36649957,0.49098334,0.004605075,0.011594442
Pms1,0.25013053,0.61895365,0.10131047,0.2806977,0.29240972,0.10405369,0.13008219,0.34137055,0.5736489,0.11624487,0.23358516,0.33516276,0.13034542,0.34224066,0.26937905,0.17143185,0.12954207,0.15899993,0.4247883,0.46086633,0.09136976,0.112719685
Osgepl1,0.102178834,0.18949197,0.034694124,0.116539665,0.13818096,0.062318783,0.023426393,0.08707338,0.14868371,0.017525349,0.057165254,0.04963661,0.020330405,0.08919133,0.08817658,0.07242127,0.06806264,0.030633401,0.24487503,0.27427837,0.05418576,0.058441922
Dnah7-2,0.04979135,0.21539506,0.010294668,0.19870149,0.08274633,1.7128526,0.0077852616,0.00017118001,0.003452691,0.0025927916,3.532563e-05,0.007776122,0.03864849,0.00336844,0.020288203,0.036388904,0.01814263,0.0060202624,0.14381893,0.09291362,0.015858192,0.057824116
Stk17b,0.105201386,0.49426192,0.9058069,4.9750077e-05,0.0001175802,0.06460742,0.3775434,0.021318981,0.050243568,0.13990512,0.009421189,0.32416165,0.742951,0.0064170705,0.037021123,0.08564227,0.07682828,0.23893309,0.00058651034,8.332357e-05,0.111211054,0.19108286
Hecw2,0.19420634,0.43145645,0.034180596,4.4335456,4.3886876,0.92318076,0.010186538,7.1152315,9.120956,0.00034622927,5.630364,0.014951974,0.042351995,1.4871161,2.272259,1.5318019,2.4117386,0.001459887,8.20325,9.544235,0.58875275,0.55753654
Ccdc150,0.038579606,0.12461809,0.0020159693,0.049028736,0.071775034,0.50786734,0.0013713457,0.033375822,0.05552885,0.00018027947,0.01926184,0.013613752,0.0013368521,0.027531184,0.016169827,0.018069634,0.0072505227,0.003013377,0.32458475,0.4141082,0.006869304,0.0068155085
Gtf3c3,0.34318706,0.49481282,0.08742265,0.40663195,0.49332362,0.1743565,0.16605811,0.26738396,0.475801,0.15619536,0.1702693,0.21536766,0.09801886,0.3200224,0.24629746,0.26143065,0.17467238,0.20370965,0.80620474,0.8302631,0.20708627,0.2318171
Pgap1,0.1872615,0.58169013,1.4710109,1.430827,1.5462986,0.14994413,0.42133778,0.6849301,1.1621766,0.34261498,0.43897837,0.7144162,0.12119675,0.5810239,0.5515465,0.30050495,0.095018804,0.7647889,1.4521185,1.1737164,0.09800115,0.1442122
Ankrd44,0.4576628,1.7434245,2.765999,1.827923,2.0741305,1.1005926,3.4375362,0.9268825,1.5244805,2.5466485,0.5768822,3.7102532,3.5241184,4.539164,0.992796,0.9700585,1.6606903,2.6669133,1.8963344,2.0189223,0.8389009,0.79207104
Sf3b1,0.97851497,1.9440782,0.6342687,1.1313307,1.3210943,0.5670527,1.075822,0.96148306,1.6687708,0.92450726,0.58114064,1.1042885,0.66697764,1.2873944,0.8826778,0.9394517,0.79074055,1.0260829,1.6414895,1.5147504,1.0078037,1.0111711
Coq10b,0.40519828,0.88542205,0.029435836,0.16545317,0.21262364,0.08809942,0.10180551,0.097086966,0.18229282,0.10585676,0.051080048,0.1485762,0.042263582,0.18840116,0.13143522,0.2497072,0.16309316,0.13377184,0.33931622,0.36040834,0.26284158,0.3364255
LOC103694176,0.11832446,0.2727756,0.014974794,0.0009861967,0.007648141,0.044623706,0.014554036,0.0022734227,0.0068533164,0.006299392,0.0014743436,0.030521743,0.004985435,0.016349971,0.021219447,0.035745896,0.03496529,0.02053437,0.045938455,0.04681011,0.07690516,0.04447279
Hspe1,0.11376398,0.12033631,0.0068779956,4.1430016e-05,9.630868e-05,0.02582838,0.00484347,6.367427e-05,0.00014537084,0.0019438032,0.0005570935,0.0031918357,0.013639904,0.0006085735,0.0012654616,0.0039914437,0.018948134,0.003105036,0.00092948833,0.00011725144,0.06299875,0.03530769
Mob4,0.6869035,0.8370404,0.1554189,0.54950494,0.68839765,0.25154436,0.27842617,0.37021413,0.5457381,0.2478082,0.25758252,0.40801927,0.20075148,0.6065501,0.50815034,0.6958063,0.36140507,0.3620285,1.0913707,1.1323134,0.48485127,0.41745
Rftn2,0.9906406,0.773661,0.0671065,0.00024110149,0.0033790148,0.0925895,0.014276364,0.4568209,0.8160499,0.0028559687,0.15702869,0.017149134,0.027419383,0.39316267,0.7869633,1.2923409,0.3806342,0.007090089,0.01010705,0.011581832,0.10845826,0.2579595
Mars2,0.081585445,0.1487433,0.009618734,0.021479687,0.043995492,0.027502036,0.004161353,0.06922255,0.132231,0.0023044315,0.041916788,0.018792968,0.0051368102,0.059851516,0.054920856,0.05050325,0.030162819,0.008737663,0.091988325,0.10667984,0.02700707,0.025145875
Plcl1,4.2748713,7.48436,0.36663687,0.516428,2.0969787,0.8156549,1.1659867,36.21089,42.822155,2.666127,26.154007,1.9222239,0.27071777,22.547428,2.298829,1.801592,17.170355,0.3564493,4.656725,5.58514,1.6695774,3.8697574
Satb2,0.08617301,0.26105955,0.010682202,0.012629726,0.019082388,0.02413769,0.061464667,0.009598885,0.018299263,0.0876675,0.01089315,0.10766668,0.0074305115,0.020996794,0.009815877,0.043501142,0.09014055,0.087327294,0.20621869,0.29884627,0.052527033,0.17136042
Tyw5,0.20309053,0.2605132,0.023906393,0.1248786,0.1652331,0.05945067,0.040897183,0.14011373,0.2428565,0.037768926,0.09393154,0.07036359,0.02901279,0.16918325,0.13028142,0.1331022,0.066325486,0.059831217,0.26826823,0.25620407,0.074326314,0.08971551
Maip1,0.118895784,0.1533512,0.0139183095,0.102965385,0.12830867,0.059968546,0.037036847,0.084723294,0.12835199,0.034064032,0.05703897,0.058333773,0.024528839,0.09736123,0.070790514,0.07413458,0.062078625,0.052010767,0.19393465,0.18180797,0.07947764,0.07497172
Spats2l,0.5454266,0.9711319,0.016530197,0.8020978,0.9174332,0.86158293,0.0062470995,0.27805477,0.4046982,4.7086745e-05,0.16589758,0.005197215,0.010269931,0.16517513,0.6733042,0.5267987,0.24003997,0.001021918,1.8624387,1.6240612,0.16842447,0.828731
Kctd18,0.18592778,0.717874,0.09173013,0.15044835,0.22489293,0.100911215,0.09816249,0.156217,0.29078144,0.08306668,0.09626873,0.3784437,0.060137812,0.14681868,0.22153689,0.14780225,0.12230019,0.12401915,0.3159256,0.29408994,0.13717933,0.14919071
Sgo2,0.018060615,1.6126306,0.00957987,0.0032330845,0.009983473,0.01136943,0.016646175,0.0039355126,0.012704578,0.008102929,0.00038530104,0.5090989,0.0057964106,0.004511723,0.15221582,0.025716946,0.033027567,0.0165114,0.027841885,0.020301297,0.029152827,0.02675884
Aox1,1.0981169,0.97044307,0.009836255,0.014175691,0.03315492,0.47894168,0.0015569793,0.057913948,0.12764387,9.488637e-05,0.05076367,0.0049378313,0.012298846,0.017424993,0.06724675,0.27775535,0.04906267,0.0046712398,0.08642784,0.05699498,0.11877991,0.61541665
Aox3,0.010295835,0.0071776905,0.005809544,0.00556936,0.024612948,0.03439693,0.0025555296,6.2618805e-05,0.00061461667,0.0005080643,1.9580237e-05,0.0019843974,0.0025073986,0.00024571668,0.0021606828,0.0048235036,0.01317618,0.0013353245,0.011601563,0.007276057,0.0059903893,0.23559307
